"Time","Value (°C)"
"2019/01/19 06:25:00","12.5254"
"2019/01/19 06:20:00","13.6816"
"2019/01/19 06:15:00","13.6834"
"2019/01/19 06:10:00","13.2488"
"2019/01/19 06:05:00","12.8096"
"2019/01/19 06:00:00","12.4571"
"2019/01/19 05:55:00","10.8454"
"2019/01/19 05:50:00","9.89988"
"2019/01/19 05:45:00","9.89988"
"2019/01/19 05:40:00","9.8612"
"2019/01/19 05:35:00","9.61944"
"2019/01/19 05:30:00","10.0823"
"2019/01/19 05:25:00","10.2007"
"2019/01/19 05:20:00","11.0872"
"2019/01/19 05:15:00","12.3497"
"2019/01/19 05:10:00","13.2415"
"2019/01/19 05:05:00","13.7267"
"2019/01/19 05:00:00","13.8127"
"2019/01/19 04:55:00","13.8456"
"2019/01/19 04:50:00","13.7698"
"2019/01/19 04:45:00","13.8127"
"2019/01/19 04:40:00","13.819"
"2019/01/19 04:35:00","13.7932"
"2019/01/19 04:30:00","13.793"
"2019/01/19 04:25:00","13.7396"
"2019/01/19 04:20:00","13.6574"
"2019/01/19 04:15:00","13.6603"
"2019/01/19 04:10:00","13.7023"
"2019/01/19 04:05:00","13.8912"
"2019/01/19 04:00:00","13.9299"
"2019/01/19 03:55:00","14.0549"
"2019/01/19 03:50:00","14.1183"
"2019/01/19 03:45:00","14.1313"
"2019/01/19 03:40:00","14.3007"
"2019/01/19 03:35:00","14.2075"
"2019/01/19 03:30:00","14.2278"
"2019/01/19 03:25:00","14.4134"
"2019/01/19 03:20:00","14.3695"
"2019/01/19 03:15:00","14.0813"
"2019/01/19 03:10:00","13.8912"
"2019/01/19 03:05:00","13.8657"
"2019/01/19 03:00:00","13.8908"
"2019/01/19 02:55:00","13.8755"
"2019/01/19 02:50:00","13.901"
"2019/01/19 02:45:00","13.9543"
"2019/01/19 02:40:00","13.9926"
"2019/01/19 02:35:00","14.0418"
"2019/01/19 02:30:00","13.9993"
"2019/01/19 02:25:00","14.0688"
"2019/01/19 02:20:00","13.9651"
"2019/01/19 02:15:00","14.073"
"2019/01/19 02:10:00","14.0762"
"2019/01/19 02:05:00","14.0111"
"2019/01/19 02:00:00","14.0444"
"2019/01/19 01:55:00","13.9836"
"2019/01/19 01:50:00","13.9778"
"2019/01/19 01:45:00","13.9104"
"2019/01/19 01:40:00","13.7679"
"2019/01/19 01:35:00","13.7101"
