"Time","Value (%)"
"2019/01/29 16:20:00","39.1438"
"2019/01/29 16:20:00","39.143837"
"2019/01/29 16:15:00","38.2748"
"2019/01/29 16:15:00","38.2748146"
"2019/01/29 16:10:00","38.7531"
"2019/01/29 16:10:00","38.7531166"
"2019/01/29 16:05:00","39.1729"
"2019/01/29 16:05:00","39.1728935"
"2019/01/29 16:00:00","38.4809"
"2019/01/29 16:00:00","38.4809341"
"2019/01/29 15:55:00","38.5098"
"2019/01/29 15:55:00","38.5097733"
"2019/01/29 15:50:00","39.0462"
"2019/01/29 15:50:00","39.046154"
"2019/01/29 15:45:00","38.4357"
"2019/01/29 15:45:00","38.4356537"
"2019/01/29 15:40:00","38.5822"
"2019/01/29 15:40:00","38.5821724"
"2019/01/29 15:35:00","38.8718"
"2019/01/29 15:35:00","38.8717728"
"2019/01/29 15:30:00","38.9241"
"2019/01/29 15:30:00","38.9240532"
"2019/01/29 15:25:00","38.338"
"2019/01/29 15:25:00","38.3379745"
"2019/01/29 15:20:00","38.8264"
"2019/01/29 15:20:00","38.8263741"
"2019/01/29 15:15:00","39.3167"
"2019/01/29 15:15:00","39.3167305"
"2019/01/29 15:10:00","38.5942"
"2019/01/29 15:10:00","38.5942459"
"2019/01/29 15:05:00","38.5333"
"2019/01/29 15:05:00","38.5333328"
"2019/01/29 15:00:00","39.2439"
"2019/01/29 15:00:00","39.2438583"
"2019/01/29 14:55:00","38.8752"
"2019/01/29 14:55:00","38.8752136"
"2019/01/29 14:50:00","38.4456"
"2019/01/29 14:50:00","38.4456177"
"2019/01/29 14:45:00","38.8931"
"2019/01/29 14:45:00","38.8930817"
"2019/01/29 14:40:00","39.0436"
"2019/01/29 14:40:00","39.043644"
"2019/01/29 14:35:00","38.4152"
"2019/01/29 14:35:00","38.4151955"
"2019/01/29 14:30:00","38.6799"
"2019/01/29 14:30:00","38.6798553"
"2019/01/29 14:25:00","39.2171"
"2019/01/29 14:25:00","39.2170944"
"2019/01/29 14:20:00","38.6799"
"2019/01/29 14:20:00","38.6798553"
"2019/01/29 14:15:00","38.2891"
"2019/01/29 14:15:00","38.289135"
"2019/01/29 14:10:00","38.8508"
"2019/01/29 14:10:00","38.8507957"
