"Time","Value (°C)"
"2019/01/30 05:45:00","22.0085"
"2019/01/30 05:45:00","22.0085468"
"2019/01/30 05:40:00","22.0037"
"2019/01/30 05:40:00","22.003664"
"2019/01/30 05:35:00","21.9744"
"2019/01/30 05:35:00","21.9743595"
"2019/01/30 05:30:00","21.9556"
"2019/01/30 05:30:00","21.9555588"
"2019/01/30 05:25:00","21.906"
"2019/01/30 05:25:00","21.905983"
"2019/01/30 05:20:00","21.9597"
"2019/01/30 05:20:00","21.9597054"
"2019/01/30 05:15:00","21.9762"
"2019/01/30 05:15:00","21.9761505"
"2019/01/30 05:10:00","21.9597"
"2019/01/30 05:10:00","21.9597054"
"2019/01/30 05:05:00","21.9597"
"2019/01/30 05:05:00","21.9597054"
"2019/01/30 05:00:00","21.9109"
"2019/01/30 05:00:00","21.9108677"
"2019/01/30 04:55:00","21.9213"
"2019/01/30 04:55:00","21.921299"
"2019/01/30 04:50:00","21.9353"
"2019/01/30 04:50:00","21.9352856"
"2019/01/30 04:45:00","21.947"
"2019/01/30 04:45:00","21.9470119"
"2019/01/30 04:40:00","21.9597"
"2019/01/30 04:40:00","21.9597054"
"2019/01/30 04:35:00","21.9809"
"2019/01/30 04:35:00","21.9809151"
"2019/01/30 04:30:00","21.944"
"2019/01/30 04:30:00","21.9440212"
"2019/01/30 04:25:00","21.9499"
"2019/01/30 04:25:00","21.9499378"
"2019/01/30 04:20:00","21.9741"
"2019/01/30 04:20:00","21.9741249"
"2019/01/30 04:15:00","21.9597"
"2019/01/30 04:15:00","21.9597054"
"2019/01/30 04:10:00","21.9496"
"2019/01/30 04:10:00","21.9496346"
"2019/01/30 04:05:00","21.9375"
"2019/01/30 04:05:00","21.937521"
"2019/01/30 04:00:00","21.9326"
"2019/01/30 04:00:00","21.9325504"
"2019/01/30 03:55:00","21.9436"
"2019/01/30 03:55:00","21.9435692"
"2019/01/30 03:50:00","21.9413"
"2019/01/30 03:50:00","21.9413433"
"2019/01/30 03:45:00","21.9357"
"2019/01/30 03:45:00","21.9356766"
"2019/01/30 03:40:00","21.9372"
"2019/01/30 03:40:00","21.9372406"
"2019/01/30 03:35:00","21.9597"
"2019/01/30 03:35:00","21.9597054"
"2019/01/30 03:30:00","21.9841"
"2019/01/30 03:30:00","21.984129"
"2019/01/30 03:25:00","21.9708"
"2019/01/30 03:25:00","21.9708023"
"2019/01/30 03:20:00","21.9406"
"2019/01/30 03:20:00","21.9405613"
"2019/01/30 03:15:00","21.9089"
"2019/01/30 03:15:00","21.9089127"
"2019/01/30 03:10:00","21.9283"
"2019/01/30 03:10:00","21.9282608"
"2019/01/30 03:05:00","21.9353"
"2019/01/30 03:05:00","21.9352856"
"2019/01/30 03:00:00","21.9109"
"2019/01/30 03:00:00","21.9108677"
"2019/01/30 02:55:00","21.9284"
"2019/01/30 02:55:00","21.9284496"
"2019/01/30 02:50:00","21.8997"
"2019/01/30 02:50:00","21.8997307"
"2019/01/30 02:45:00","21.9292"
"2019/01/30 02:45:00","21.9292297"
"2019/01/30 02:40:00","21.9744"
"2019/01/30 02:40:00","21.9743595"
"2019/01/30 02:35:00","21.9695"
"2019/01/30 02:35:00","21.9694729"
"2019/01/30 02:30:00","21.9611"
"2019/01/30 02:30:00","21.9611053"
"2019/01/30 02:25:00","21.9841"
"2019/01/30 02:25:00","21.984129"
"2019/01/30 02:20:00","21.9829"
"2019/01/30 02:20:00","21.9828796"
"2019/01/30 02:15:00","21.971"
"2019/01/30 02:15:00","21.9710255"
"2019/01/30 02:10:00","21.9841"
"2019/01/30 02:10:00","21.984129"
"2019/01/30 02:05:00","21.9548"
"2019/01/30 02:05:00","21.9548206"
"2019/01/30 02:00:00","21.9621"
"2019/01/30 02:00:00","21.9621067"
"2019/01/30 01:55:00","21.9353"
